x,one,logn,n,nlogn,nsquare
871,0.000000107,0.000002068,0.000017215,0.000129000,0.003824359
872,0.000000086,0.000001867,0.000016216,0.000124000,0.003627633
873,0.000000079,0.000001740,0.000017030,0.000130000,0.003783417
874,0.000000086,0.000001741,0.000016530,0.000129000,0.003778060
875,0.000000083,0.000001869,0.000016888,0.000127000,0.003700245
876,0.000000084,0.000001918,0.000016796,0.000130000,0.003725422
877,0.000000084,0.000001800,0.000018275,0.000125000,0.003819231
878,0.000000094,0.000001813,0.000016713,0.000134000,0.003827641
879,0.000000093,0.000001823,0.000016567,0.000129000,0.003695995
880,0.000000085,0.000002099,0.000016398,0.000134000,0.003647939
881,0.000000087,0.000002007,0.000016978,0.000132000,0.003684043
882,0.000000087,0.000001804,0.000016053,0.000123000,0.003812502
883,0.000000084,0.000001793,0.000016899,0.000130000,0.003851258
884,0.000000092,0.000002018,0.000016502,0.000123000,0.004448921
885,0.000000086,0.000002705,0.000017052,0.000132000,0.003805733
886,0.000000085,0.000001969,0.000016899,0.000125000,0.003903686
887,0.000000098,0.000001886,0.000016183,0.000127000,0.004057266
888,0.000000084,0.000001948,0.000017291,0.000125000,0.003776663
889,0.000000116,0.000001997,0.000016649,0.000135000,0.003986223
890,0.000000086,0.000001950,0.000016683,0.000139000,0.003753406
891,0.000000103,0.000001688,0.000016637,0.000164000,0.004036627
892,0.000000090,0.000001961,0.000016704,0.000130000,0.003765445
893,0.000000094,0.000001743,0.000015933,0.000124000,0.003771933
894,0.000000097,0.000001925,0.000017010,0.000128000,0.003775531
895,0.000000085,0.000001735,0.000017201,0.000131000,0.003853522
896,0.000000097,0.000001912,0.000017434,0.000129000,0.003796013
897,0.000000136,0.000001829,0.000017165,0.000127000,0.003901935
898,0.000000084,0.000001805,0.000016194,0.000128000,0.004388866
899,0.000000084,0.000001814,0.000028762,0.000134000,0.003755274
900,0.000000082,0.000001823,0.000017107,0.000132000,0.003700757
901,0.000000084,0.000002103,0.000021015,0.000125000,0.003749080
902,0.000000082,0.000001858,0.000015829,0.000120000,0.003274816
903,0.000000079,0.000001780,0.000014622,0.000109000,0.003146242
904,0.000000081,0.000001839,0.000015192,0.000118000,0.003692326
905,0.000000091,0.000001688,0.000016598,0.000132000,0.003975160
906,0.000000088,0.000001887,0.000017585,0.000134000,0.003994801
907,0.000000077,0.000002058,0.000017444,0.000138000,0.004240032
908,0.000000102,0.000001851,0.000017029,0.000130000,0.004185186
909,0.000000088,0.000002562,0.000016921,0.000131000,0.003921914
910,0.000000083,0.000001972,0.000017472,0.000129000,0.003745759
911,0.000000129,0.000002092,0.000018032,0.000130000,0.003976828
912,0.000000090,0.000001990,0.000016741,0.000125000,0.003711957
913,0.000000081,0.000001783,0.000016204,0.000129000,0.003755444
914,0.000000087,0.000001916,0.000017141,0.000127000,0.003931183
915,0.000000093,0.000001924,0.000017079,0.000134000,0.003877582
916,0.000000111,0.000001963,0.000016562,0.000127000,0.004039538
917,0.000000089,0.000001872,0.000017339,0.000132000,0.004012124
918,0.000000091,0.000002024,0.000016781,0.000129000,0.004269931
919,0.000000094,0.000001692,0.000016706,0.000131000,0.004240566
920,0.000000082,0.000001941,0.000016737,0.000129000,0.003971026
921,0.000000089,0.000001943,0.000017040,0.000132000,0.003919390
922,0.000000089,0.000002071,0.000017157,0.000128000,0.003927860
923,0.000000088,0.000001933,0.000018078,0.000141000,0.003925734
924,0.000000089,0.000001847,0.000018066,0.000130000,0.003876881
925,0.000000086,0.000002039,0.000024282,0.000137000,0.004037209
926,0.000000100,0.000001744,0.000018012,0.000134000,0.003888479
927,0.000000085,0.000001836,0.000016276,0.000126000,0.003598960
928,0.000000083,0.000001891,0.000017544,0.000136000,0.004040208
929,0.000000091,0.000002131,0.000018463,0.000142000,0.003965951
930,0.000000091,0.000001934,0.000017835,0.000144000,0.004244036
931,0.000000095,0.000001902,0.000017682,0.000133000,0.003905011
932,0.000000090,0.000001975,0.000017620,0.000136000,0.003998868
933,0.000000100,0.000001937,0.000017275,0.000134000,0.003866374
934,0.000000085,0.000001964,0.000017122,0.000132000,0.004030045
935,0.000000110,0.000001969,0.000016356,0.000128000,0.003770716
936,0.000000086,0.000001703,0.000017291,0.000142000,0.003889187
937,0.000000086,0.000001901,0.000017269,0.000129000,0.003976581
938,0.000000088,0.000001975,0.000017050,0.000128000,0.003927829
939,0.000000088,0.000001817,0.000017086,0.000131000,0.003769381
940,0.000000090,0.000002021,0.000021297,0.000135000,0.003776312
941,0.000000092,0.000001949,0.000017114,0.000133000,0.003711033
942,0.000000081,0.000001811,0.000016028,0.000119000,0.003519681
943,0.000000081,0.000001991,0.000016964,0.000134000,0.004073386
944,0.000000094,0.000001695,0.000016500,0.000132000,0.003826447
945,0.000000089,0.000001841,0.000023586,0.000131000,0.003789544
946,0.000000085,0.000002436,0.000017078,0.000129000,0.003833647
947,0.000000098,0.000001903,0.000016647,0.000131000,0.004142838
948,0.000000089,0.000001877,0.000016847,0.000129000,0.003744094
949,0.000000084,0.000001713,0.000017063,0.000157000,0.003752596
950,0.000000087,0.000002168,0.000017958,0.000131000,0.004863267
951,0.000000088,0.000001879,0.000017570,0.000136000,0.003929719
952,0.000000086,0.000001892,0.000016826,0.000127000,0.003804923
953,0.000000090,0.000002189,0.000016706,0.000133000,0.003966516
954,0.000000123,0.000002083,0.000017152,0.000133000,0.003886585
955,0.000000090,0.000001706,0.000016073,0.000125000,0.003688080
956,0.000000088,0.000001751,0.000017233,0.000132000,0.003904008
957,0.000000088,0.000001962,0.000017516,0.000138000,0.003956432
958,0.000000092,0.000001833,0.000016929,0.000130000,0.003705225
959,0.000000087,0.000002184,0.000017195,0.000132000,0.003820477
960,0.000000093,0.000001708,0.000016835,0.000143000,0.003793081
961,0.000000085,0.000001918,0.000016874,0.000132000,0.005376915
962,0.000000090,0.000002073,0.000017438,0.000137000,0.003748506
963,0.000000084,0.000001850,0.000016684,0.000129000,0.003822882
964,0.000000089,0.000001922,0.000023943,0.000130000,0.003784092
965,0.000000085,0.000001951,0.000016749,0.000134000,0.003850238
966,0.000000086,0.000001875,0.000016787,0.000135000,0.003782284
967,0.000000094,0.000002153,0.000017109,0.000130000,0.003752349
968,0.000000088,0.000001887,0.000017241,0.000130000,0.003957284
969,0.000000085,0.000001944,0.000017078,0.000143000,0.003967436
970,0.000000089,0.000001913,0.000020206,0.000131000,0.003854209
971,0.000000092,0.000001870,0.000016784,0.000129000,0.003844049
972,0.000000086,0.000001905,0.000016704,0.000133000,0.003859440
973,0.000000113,0.000001878,0.000016070,0.000124000,0.003599195
974,0.000000084,0.000001882,0.000017192,0.000131000,0.004166413
975,0.000000092,0.000001790,0.000017560,0.000133000,0.003825867
976,0.000000095,0.000002026,0.000025105,0.000132000,0.004544873
977,0.000000088,0.000001885,0.000017338,0.000133000,0.003782178
978,0.000000086,0.000002121,0.000016656,0.000133000,0.003777307
979,0.000000087,0.000002079,0.000016798,0.000127000,0.003757989
980,0.000000083,0.000001768,0.000016634,0.000141000,0.003899338
981,0.000000091,0.000001886,0.000017617,0.000138000,0.003838408
982,0.000000113,0.000001835,0.000016285,0.000125000,0.003950093
983,0.000000110,0.000001857,0.000017042,0.000124000,0.003936541
984,0.000000086,0.000001807,0.000016776,0.000133000,0.005177786
985,0.000000089,0.000001707,0.000016609,0.000130000,0.004019224
986,0.000000085,0.000001835,0.000016386,0.000126000,0.003741908
987,0.000000086,0.000001945,0.000017284,0.000127000,0.003813884
988,0.000000088,0.000001929,0.000016927,0.000132000,0.003798223
989,0.000000088,0.000001918,0.000016848,0.000124000,0.003666844
990,0.000000095,0.000001805,0.000016966,0.000138000,0.003755525
991,0.000000090,0.000001921,0.000016754,0.000129000,0.003741507
992,0.000000084,0.000001925,0.000016311,0.000125000,0.003718325
993,0.000000090,0.000001815,0.000016162,0.000168000,0.003913800
994,0.000000083,0.000001830,0.000017229,0.000124000,0.003901895
995,0.000000086,0.000001790,0.000017447,0.000131000,0.003851181
996,0.000000083,0.000001801,0.000016462,0.000124000,0.004279735
997,0.000000112,0.000001859,0.000017093,0.000145000,0.003801116
998,0.000000096,0.000001915,0.000016701,0.000130000,0.003766893
999,0.000000087,0.000001850,0.000016412,0.000135000,0.003732672
1000,0.000000084,0.000001818,0.000017030,0.000126000,0.004001395
1001,0.000000087,0.000001795,0.000016555,0.000130000,0.003909274
1002,0.000000081,0.000002013,0.000016322,0.000127000,0.003445043
1003,0.000000075,0.000001691,0.000014077,0.000107000,0.003263645
1004,0.000000073,0.000001721,0.000015323,0.000125000,0.003832444
1005,0.000000091,0.000001996,0.000017023,0.000132000,0.003964665
1006,0.000000094,0.000002100,0.000017618,0.000137000,0.004163005
1007,0.000000092,0.000002273,0.000017264,0.000132000,0.003861492
1008,0.000000100,0.000002016,0.000016818,0.000133000,0.003862444
1009,0.000000088,0.000001855,0.000017260,0.000136000,0.003974146
1010,0.000000093,0.000001898,0.000017049,0.000136000,0.003797582
1011,0.000000100,0.000001956,0.000017433,0.000134000,0.003916557
1012,0.000000087,0.000001939,0.000017160,0.000131000,0.003882655
1013,0.000000087,0.000002081,0.000016865,0.000132000,0.003979771
1014,0.000000085,0.000002075,0.000016790,0.000135000,0.003919899
1015,0.000000089,0.000001812,0.000016775,0.000131000,0.004157107
1016,0.000000086,0.000001949,0.000017507,0.000183000,0.004419129
1017,0.000000089,0.000001998,0.000019822,0.000149000,0.003868432
1018,0.000000093,0.000001932,0.000017067,0.000133000,0.003928314
1019,0.000000086,0.000001976,0.000017193,0.000136000,0.003951844
1020,0.000000088,0.000001890,0.000017473,0.000131000,0.003807625
1021,0.000000105,0.000001916,0.000016973,0.000134000,0.003871142
1022,0.000000086,0.000001966,0.000017102,0.000127000,0.003815788
1023,0.000000085,0.000002026,0.000019640,0.000134000,0.004029549
1024,0.000000086,0.000001910,0.000016683,0.000129000,0.003768127
1025,0.000000085,0.000002027,0.000016650,0.000130000,0.004020778
1026,0.000000088,0.000001922,0.000017337,0.000132000,0.003840335
1027,0.000000085,0.000002011,0.000017299,0.000131000,0.003884327
1028,0.000000084,0.000001940,0.000016131,0.000127000,0.003542855
1029,0.000000082,0.000001907,0.000018065,0.000138000,0.004231348
1030,0.000000102,0.000002060,0.000017588,0.000135000,0.003972129
1031,0.000000089,0.000001797,0.000016970,0.000129000,0.003883872
1032,0.000000092,0.000001966,0.000017191,0.000194000,0.004799053
1033,0.000000091,0.000001846,0.000016873,0.000140000,0.003813503
1034,0.000000092,0.000001842,0.000016780,0.000135000,0.003986060
1035,0.000000085,0.000001872,0.000017470,0.000128000,0.003846691
1036,0.000000093,0.000001886,0.000018757,0.000134000,0.003966759
1037,0.000000084,0.000001792,0.000016980,0.000131000,0.003887810
1038,0.000000082,0.000001870,0.000016956,0.000129000,0.004077260
1039,0.000000088,0.000001963,0.000016905,0.000131000,0.004410492
1040,0.000000086,0.000001894,0.000017512,0.000132000,0.003846179
1041,0.000000085,0.000003029,0.000017275,0.000140000,0.004080766
1042,0.000000086,0.000001789,0.000016536,0.000124000,0.003637658
1043,0.000000085,0.000001946,0.000018092,0.000139000,0.004232588
1044,0.000000095,0.000002065,0.000017703,0.000138000,0.003959813
1045,0.000000088,0.000001951,0.000016479,0.000134000,0.003794044
1046,0.000000097,0.000001974,0.000017569,0.000132000,0.004218960
1047,0.000000093,0.000002145,0.000017343,0.000133000,0.003931664
1048,0.000000089,0.000001827,0.000016960,0.000126000,0.003774451
1049,0.000000091,0.000002035,0.000016928,0.000132000,0.003884358
1050,0.000000087,0.000001873,0.000016789,0.000130000,0.003845467
1051,0.000000097,0.000001846,0.000016605,0.000135000,0.003945037
1052,0.000000089,0.000001865,0.000017230,0.000132000,0.004042775
1053,0.000000086,0.000001871,0.000017394,0.000138000,0.004207882
1054,0.000000089,0.000001907,0.000017257,0.000128000,0.003931595
1055,0.000000097,0.000001905,0.000017106,0.000134000,0.003808540
1056,0.000000093,0.000001989,0.000016468,0.000128000,0.003790479
1057,0.000000080,0.000001813,0.000016228,0.000130000,0.004263086
1058,0.000000112,0.000001982,0.000017599,0.000136000,0.003945681
1059,0.000000091,0.000001768,0.000016865,0.000139000,0.003814289
1060,0.000000085,0.000001835,0.000017352,0.000138000,0.003964518
1061,0.000000089,0.000001963,0.000017384,0.000136000,0.003901770
1062,0.000000089,0.000001756,0.000017528,0.000132000,0.003893523
1063,0.000000087,0.000001848,0.000018423,0.000136000,0.003934760
1064,0.000000091,0.000001933,0.000016826,0.000129000,0.003831840
1065,0.000000085,0.000001754,0.000017299,0.000136000,0.003920222
1066,0.000000089,0.000001956,0.000018090,0.000130000,0.003839224
1067,0.000000088,0.000001830,0.000017716,0.000136000,0.003785774
1068,0.000000088,0.000002142,0.000017297,0.000133000,0.003972047
1069,0.000000090,0.000001834,0.000016876,0.000132000,0.003863588
1070,0.000000087,0.000001900,0.000016731,0.000139000,0.003952109
1071,0.000000089,0.000001906,0.000018276,0.000149000,0.003778497
1072,0.000000086,0.000002532,0.000016524,0.000129000,0.003813040
1073,0.000000090,0.000001897,0.000016940,0.000131000,0.003951041
1074,0.000000090,0.000002111,0.000017318,0.000131000,0.003696372
1075,0.000000080,0.000001842,0.000016124,0.000123000,0.003622815
1076,0.000000081,0.000001885,0.000016716,0.000138000,0.003955669
1077,0.000000102,0.000001905,0.000017112,0.000132000,0.003949349
1078,0.000000085,0.000001802,0.000016870,0.000131000,0.003952862
1079,0.000000088,0.000001965,0.000016478,0.000129000,0.003946044
1080,0.000000088,0.000001925,0.000017130,0.000132000,0.003883034
1081,0.000000085,0.000001911,0.000016810,0.000128000,0.003853101
1082,0.000000088,0.000001903,0.000016636,0.000133000,0.004342293
1083,0.000000086,0.000001761,0.000017198,0.000139000,0.003813482
1084,0.000000087,0.000001976,0.000016898,0.000130000,0.003826097
1085,0.000000089,0.000001910,0.000016511,0.000129000,0.003760770
1086,0.000000093,0.000001847,0.000016887,0.000131000,0.003813976
1087,0.000000086,0.000002167,0.000016987,0.000133000,0.003855691
1088,0.000000091,0.000001855,0.000016850,0.000132000,0.003831923
1089,0.000000082,0.000001887,0.000016753,0.000129000,0.003766994
1090,0.000000086,0.000002074,0.000015931,0.000128000,0.003741796
1091,0.000000083,0.000001985,0.000016426,0.000126000,0.003660966
1092,0.000000086,0.000001914,0.000016377,0.000130000,0.004048425
1093,0.000000089,0.000001756,0.000016760,0.000129000,0.003835546
1094,0.000000086,0.000001836,0.000017094,0.000138000,0.003780724
1095,0.000000085,0.000001969,0.000016705,0.000139000,0.003793501
1096,0.000000094,0.000001865,0.000017032,0.000134000,0.003891607
1097,0.000000089,0.000001986,0.000017248,0.000131000,0.003796347
1098,0.000000099,0.000001749,0.000017553,0.000130000,0.004014730
1099,0.000000085,0.000001803,0.000016816,0.000133000,0.003910313
1100,0.000000088,0.000001929,0.000017149,0.000129000,0.003869003
1101,0.000000088,0.000001966,0.000016784,0.000130000,0.003900699
1102,0.000000088,0.000002178,0.000016714,0.000133000,0.003955756
1103,0.000000087,0.000001845,0.000016667,0.000212000,0.003792684
1104,0.000000086,0.000001769,0.000016888,0.000127000,0.003703886
1105,0.000000079,0.000001778,0.000014650,0.000108000,0.003281299
1106,0.000000071,0.000001602,0.000016889,0.000114000,0.004062539
1107,0.000000094,0.000002168,0.000019206,0.000145000,0.003881476
1108,0.000000088,0.000002119,0.000017324,0.000136000,0.003886877
1109,0.000000088,0.000001913,0.000016481,0.000128000,0.003787341
1110,0.000000089,0.000001897,0.000016858,0.000140000,0.003773905
1111,0.000000089,0.000001981,0.000016943,0.000130000,0.003820865
1112,0.000000095,0.000001962,0.000017807,0.000131000,0.003840229
1113,0.000000090,0.000002272,0.000017510,0.000135000,0.003822897
1114,0.000000087,0.000001969,0.000017123,0.000134000,0.003858628
1115,0.000000095,0.000001858,0.000016889,0.000131000,0.004270505
1116,0.000000090,0.000001813,0.000017173,0.000133000,0.003908158
1117,0.000000087,0.000001698,0.000016705,0.000124000,0.003873447
1118,0.000000086,0.000001821,0.000017204,0.000132000,0.003998737
1119,0.000000086,0.000001756,0.000017630,0.000135000,0.003937667
1120,0.000000088,0.000001922,0.000017284,0.000132000,0.003765932
1121,0.000000088,0.000001980,0.000016799,0.000130000,0.003976172
1122,0.000000089,0.000001924,0.000017294,0.000133000,0.003863859
1123,0.000000085,0.000002002,0.000017828,0.000134000,0.003924227
1124,0.000000092,0.000001838,0.000017242,0.000139000,0.003928122
1125,0.000000087,0.000001918,0.000017514,0.000132000,0.003931076
1126,0.000000092,0.000002847,0.000016701,0.000129000,0.003805694
1127,0.000000087,0.000001733,0.000016842,0.000131000,0.003842585
1128,0.000000090,0.000002007,0.000017191,0.000131000,0.003979440
1129,0.000000089,0.000001997,0.000021055,0.000128000,0.003526032
1130,0.000000085,0.000001876,0.000016341,0.000132000,0.004347015
1131,0.000000091,0.000001742,0.000017275,0.000136000,0.003975542
1132,0.000000088,0.000001957,0.000017119,0.000130000,0.003897360
1133,0.000000085,0.000001816,0.000017470,0.000132000,0.004017646
1134,0.000000088,0.000001886,0.000016866,0.000130000,0.004114882
1135,0.000000085,0.000001871,0.000017356,0.000134000,0.004035469
1136,0.000000093,0.000001931,0.000017878,0.000130000,0.003846740
1137,0.000000091,0.000001876,0.000017450,0.000133000,0.003866743
1138,0.000000122,0.000001916,0.000017236,0.000130000,0.003861896
1139,0.000000088,0.000001766,0.000017902,0.000132000,0.003869135
1140,0.000000085,0.000002184,0.000020441,0.000136000,0.003903201
1141,0.000000091,0.000001919,0.000016989,0.000132000,0.003901090
1142,0.000000091,0.000001853,0.000017223,0.000132000,0.004067225
1143,0.000000087,0.000002054,0.000016984,0.000137000,0.003986564
1144,0.000000087,0.000001833,0.000016002,0.000124000,0.003478161
1145,0.000000079,0.000001932,0.000018367,0.000138000,0.004039136
1146,0.000000088,0.000002011,0.000017261,0.000129000,0.003895171
1147,0.000000085,0.000002002,0.000017262,0.000134000,0.003880532
1148,0.000000089,0.000001868,0.000016914,0.000133000,0.003859432
1149,0.000000092,0.000001844,0.000016281,0.000129000,0.003900354
1150,0.000000088,0.000002299,0.000016582,0.000152000,0.004102308
1151,0.000000088,0.000001972,0.000016364,0.000129000,0.003753859
1152,0.000000087,0.000002028,0.000016904,0.000132000,0.003857720
1153,0.000000087,0.000002010,0.000016397,0.000140000,0.004269318
1154,0.000000085,0.000001824,0.000016988,0.000139000,0.003915141
1155,0.000000085,0.000001961,0.000016990,0.000137000,0.004221249
1156,0.000000088,0.000001795,0.000016899,0.000134000,0.003889364
1157,0.000000087,0.000001919,0.000016996,0.000129000,0.003882046
1158,0.000000084,0.000001853,0.000016197,0.000121000,0.003812420
1159,0.000000085,0.000001803,0.000017480,0.000133000,0.003855438
1160,0.000000099,0.000001904,0.000019129,0.000131000,0.003843793
1161,0.000000086,0.000001958,0.000016821,0.000129000,0.003879332
1162,0.000000093,0.000001840,0.000017002,0.000134000,0.003811258
1163,0.000000087,0.000002325,0.000016976,0.000125000,0.003805921
1164,0.000000088,0.000001832,0.000016556,0.000130000,0.003994547
1165,0.000000085,0.000001933,0.000024724,0.000129000,0.003928659
1166,0.000000090,0.000002073,0.000017537,0.000131000,0.005007183
1167,0.000000089,0.000001924,0.000017730,0.000133000,0.003793444
1168,0.000000114,0.000001902,0.000017115,0.000137000,0.003941116
1169,0.000000097,0.000001944,0.000018076,0.000140000,0.003886759
1170,0.000000086,0.000002031,0.000016894,0.000135000,0.003790431
1171,0.000000088,0.000001907,0.000017362,0.000134000,0.003866954
1172,0.000000105,0.000001987,0.000017420,0.000134000,0.003763410
1173,0.000000087,0.000002049,0.000017240,0.000129000,0.003772951
1174,0.000000092,0.000001900,0.000016977,0.000129000,0.003845085
1175,0.000000092,0.000002009,0.000017943,0.000132000,0.003922940
1176,0.000000094,0.000001888,0.000016912,0.000134000,0.004033713
1177,0.000000099,0.000001645,0.000015647,0.000122000,0.003719876
1178,0.000000094,0.000002355,0.000016879,0.000134000,0.004129555
1179,0.000000088,0.000001877,0.000017691,0.000128000,0.003816369
1180,0.000000085,0.000001828,0.000017013,0.000130000,0.004026413
1181,0.000000089,0.000001799,0.000016922,0.000137000,0.004067650
1182,0.000000087,0.000001693,0.000016632,0.000126000,0.004010400
1183,0.000000091,0.000002034,0.000017539,0.000133000,0.003813453
1184,0.000000090,0.000001972,0.000017106,0.000135000,0.003813704
1185,0.000000087,0.000001719,0.000016968,0.000130000,0.003911559
1186,0.000000092,0.000002055,0.000017519,0.000134000,0.003810510
1187,0.000000090,0.000002168,0.000017694,0.000134000,0.004042041
1188,0.000000112,0.000001867,0.000017053,0.000131000,0.004038521
1189,0.000000086,0.000001894,0.000015977,0.000114000,0.003302094
1190,0.000000073,0.000001695,0.000013872,0.000114000,0.003294488
1191,0.000000099,0.000001779,0.000014794,0.000113000,0.003418899
1192,0.000000079,0.000001753,0.000015493,0.000116000,0.003410966
1193,0.000000074,0.000001623,0.000014986,0.000118000,0.003402411
1194,0.000000078,0.000001712,0.000015401,0.000119000,0.003429141
1195,0.000000080,0.000001672,0.000015103,0.000119000,0.003520396
1196,0.000000083,0.000001915,0.000015427,0.000120000,0.003528199
1197,0.000000076,0.000001519,0.000015547,0.000120000,0.003767347
1198,0.000000079,0.000001800,0.000016564,0.000122000,0.003527062
1199,0.000000082,0.000001766,0.000015395,0.000123000,0.003543751
1200,0.000000079,0.000001716,0.000015555,0.000122000,0.003513057
1201,0.000000080,0.000002038,0.000016427,0.000118000,0.003683012
1202,0.000000079,0.000001757,0.000019533,0.000122000,0.003630143
1203,0.000000080,0.000001717,0.000016160,0.000123000,0.003515258
1204,0.000000079,0.000001998,0.000015583,0.000123000,0.003631135
1205,0.000000083,0.000001802,0.000015559,0.000122000,0.003509739
1206,0.000000090,0.000001752,0.000016080,0.000136000,0.003588956
1207,0.000000078,0.000001870,0.000016112,0.000119000,0.003352288
1208,0.000000078,0.000001755,0.000015149,0.000125000,0.003183251
1209,0.000000088,0.000001791,0.000015770,0.000117000,0.004405737
1210,0.000000081,0.000001621,0.000016533,0.000130000,0.003567937
1211,0.000000081,0.000001870,0.000015904,0.000121000,0.003548674
1212,0.000000084,0.000001743,0.000015542,0.000122000,0.003241295
1213,0.000000306,0.000001807,0.000015358,0.000138000,0.003765087
1214,0.000000081,0.000001779,0.000016162,0.000113000,0.003277694
1215,0.000000080,0.000001737,0.000014860,0.000116000,0.003619063
1216,0.000000082,0.000001869,0.000016603,0.000129000,0.003815307
1217,0.000000085,0.000001805,0.000016763,0.000130000,0.003900410
1218,0.000000089,0.000002070,0.000018859,0.000133000,0.003863538
1219,0.000000085,0.000001986,0.000016713,0.000134000,0.003653677
1220,0.000000078,0.000001668,0.000013551,0.000109000,0.003305608
1221,0.000000098,0.000001945,0.000017137,0.000126000,0.003585817
1222,0.000000080,0.000001615,0.000015567,0.000118000,0.003456312
1223,0.000000079,0.000001838,0.000015478,0.000125000,0.003573658
1224,0.000000081,0.000001868,0.000015974,0.000124000,0.003611695
1225,0.000000082,0.000001854,0.000015761,0.000123000,0.003792244
1226,0.000000087,0.000001952,0.000016240,0.000131000,0.003710065
1227,0.000000083,0.000001807,0.000015777,0.000126000,0.003677664
1228,0.000000085,0.000001958,0.000016782,0.000132000,0.003680516
1229,0.000000083,0.000001973,0.000016466,0.000125000,0.003628083
1230,0.000000073,0.000001755,0.000016039,0.000123000,0.003779899
1231,0.000000098,0.000001869,0.000015420,0.000120000,0.003353705
1232,0.000000077,0.000001709,0.000014750,0.000120000,0.003763348
1233,0.000000080,0.000002027,0.000015841,0.000124000,0.003613017
1234,0.000000081,0.000001811,0.000016141,0.000120000,0.003777361
1235,0.000000088,0.000001869,0.000017222,0.000137000,0.003869609
1236,0.000000088,0.000002021,0.000016799,0.000128000,0.003781844
1237,0.000000086,0.000001936,0.000016934,0.000132000,0.003942983
1238,0.000000093,0.000001976,0.000016735,0.000135000,0.003865412
1239,0.000000089,0.000002149,0.000017250,0.000131000,0.003803925
1240,0.000000122,0.000001708,0.000017914,0.000141000,0.004007964
1241,0.000000095,0.000001990,0.000017610,0.000138000,0.003884453
1242,0.000000087,0.000002063,0.000017529,0.000135000,0.003778573
1243,0.000000086,0.000001910,0.000016592,0.000129000,0.003938648
1244,0.000000101,0.000001966,0.000017456,0.000133000,0.004021917
1245,0.000000088,0.000001813,0.000029561,0.000134000,0.003876082
1246,0.000000089,0.000001762,0.000017388,0.000133000,0.004097703
1247,0.000000099,0.000001911,0.000017357,0.000134000,0.003951592
1248,0.000000091,0.000001991,0.000017192,0.000132000,0.003869893
1249,0.000000093,0.000001869,0.000016594,0.000131000,0.003790298
1250,0.000000089,0.000001881,0.000016860,0.000135000,0.003892495
1251,0.000000091,0.000002016,0.000017616,0.000140000,0.004104481
1252,0.000000108,0.000001993,0.000018061,0.000137000,0.004010394
1253,0.000000098,0.000001899,0.000017842,0.000139000,0.004071269
1254,0.000000098,0.000001886,0.000017657,0.000138000,0.003958011
1255,0.000000085,0.000001847,0.000017506,0.000135000,0.003920808
1256,0.000000106,0.000001904,0.000017197,0.000137000,0.003828506
1257,0.000000108,0.000001994,0.000017559,0.000132000,0.003801599
1258,0.000000114,0.000001817,0.000020379,0.000129000,0.003802312
1259,0.000000092,0.000002026,0.000017345,0.000132000,0.003961729
1260,0.000000088,0.000002126,0.000017140,0.000135000,0.003875991
1261,0.000000088,0.000001971,0.000017524,0.000131000,0.003923290
1262,0.000000092,0.000001895,0.000018342,0.000135000,0.004054637
1263,0.000000089,0.000009827,0.000017728,0.000131000,0.003786966
1264,0.000000122,0.000001865,0.000017165,0.000161000,0.003992758
1265,0.000000105,0.000001995,0.000017425,0.000135000,0.003851104
1266,0.000000091,0.000001853,0.000017142,0.000135000,0.003885139
1267,0.000000091,0.000001928,0.000017568,0.000134000,0.004398117
1268,0.000000088,0.000001991,0.000017313,0.000133000,0.004039321
1269,0.000000102,0.000002078,0.000016961,0.000140000,0.003933403
1270,0.000000096,0.000001815,0.000017398,0.000132000,0.004290230
1271,0.000000085,0.000001834,0.000016670,0.000133000,0.003860477
1272,0.000000085,0.000002562,0.000017600,0.000139000,0.003869389
1273,0.000000089,0.000002011,0.000017604,0.000133000,0.003877414
1274,0.000000089,0.000002046,0.000017245,0.000131000,0.004011631
1275,0.000000092,0.000002029,0.000018239,0.000134000,0.004064798
1276,0.000000094,0.000002130,0.000017350,0.000134000,0.003993711
1277,0.000000093,0.000002025,0.000017075,0.000132000,0.004067639
1278,0.000000092,0.000001949,0.000017459,0.000133000,0.003880431
1279,0.000000088,0.000001818,0.000017328,0.000136000,0.003898093
1280,0.000000096,0.000001931,0.000017102,0.000139000,0.003900159
1281,0.000000091,0.000001950,0.000017746,0.000133000,0.003946605
1282,0.000000109,0.000001908,0.000017270,0.000147000,0.003812809
1283,0.000000083,0.000002586,0.000016668,0.000128000,0.003903014
1284,0.000000093,0.000002437,0.000016822,0.000130000,0.004101723
1285,0.000000093,0.000001858,0.000017195,0.000134000,0.003845485
1286,0.000000089,0.000001989,0.000017363,0.000138000,0.003988401
1287,0.000000087,0.000001891,0.000017156,0.000132000,0.003877286
1288,0.000000088,0.000001875,0.000017524,0.000158000,0.004193293
1289,0.000000088,0.000001859,0.000017028,0.000136000,0.003922178
1290,0.000000093,0.000001917,0.000017781,0.000134000,0.003815649
1291,0.000000087,0.000002055,0.000016779,0.000178000,0.003819536
1292,0.000000093,0.000001991,0.000017195,0.000134000,0.003787131
1293,0.000000086,0.000001853,0.000016932,0.000135000,0.003916655
1294,0.000000089,0.000002029,0.000017139,0.000133000,0.003905140
1295,0.000000117,0.000002022,0.000016954,0.000134000,0.003863579
1296,0.000000165,0.000001957,0.000017060,0.000124000,0.003467425
1297,0.000000088,0.000002101,0.000016524,0.000117000,0.003187530
