CMDLINE node nsquare.js
MEM 364.273438 1715854290.6947
MEM 364.273438 1715854290.7951
MEM 364.273438 1715854290.8954
MEM 364.273438 1715854290.9957
MEM 364.273438 1715854291.0960
MEM 364.273438 1715854291.1964
MEM 364.273438 1715854291.2967
MEM 364.273438 1715854291.3971
MEM 364.273438 1715854291.4974
MEM 364.273438 1715854291.5977
MEM 364.273438 1715854291.6981
MEM 364.273438 1715854291.7984
MEM 364.273438 1715854291.8988
MEM 364.273438 1715854291.9991
MEM 364.273438 1715854292.0994
MEM 364.273438 1715854292.1997
MEM 364.273438 1715854292.3000
MEM 364.273438 1715854292.4004
MEM 364.273438 1715854292.5007
MEM 364.273438 1715854292.6010
MEM 364.273438 1715854292.7013
MEM 364.273438 1715854292.8017
MEM 364.273438 1715854292.9020
MEM 364.273438 1715854293.0024
MEM 364.273438 1715854293.1027
MEM 364.273438 1715854293.2030
MEM 364.273438 1715854293.3033
MEM 364.273438 1715854293.4037
MEM 364.273438 1715854293.5040
MEM 364.273438 1715854293.6043
MEM 364.273438 1715854293.7046
MEM 364.273438 1715854293.8049
MEM 364.273438 1715854293.9053
MEM 364.273438 1715854294.0056
MEM 364.273438 1715854294.1059
MEM 364.273438 1715854294.2063
MEM 364.273438 1715854294.3067
MEM 364.273438 1715854294.4070
MEM 364.273438 1715854294.5074
MEM 364.273438 1715854294.6077
MEM 364.273438 1715854294.7080
MEM 364.273438 1715854294.8084
MEM 364.273438 1715854294.9087
MEM 364.273438 1715854295.0090
MEM 364.273438 1715854295.1094
MEM 364.273438 1715854295.2097
MEM 364.273438 1715854295.3101
MEM 364.273438 1715854295.4105
MEM 364.273438 1715854295.5108
MEM 364.273438 1715854295.6112
MEM 364.273438 1715854295.7116
MEM 364.273438 1715854295.8120
MEM 364.273438 1715854295.9123
MEM 364.273438 1715854296.0127
MEM 364.273438 1715854296.1131
MEM 364.273438 1715854296.2134
MEM 364.273438 1715854296.3138
MEM 364.273438 1715854296.4142
MEM 364.273438 1715854296.5146
MEM 364.273438 1715854296.6149
MEM 364.273438 1715854296.7153
MEM 364.273438 1715854296.8157
MEM 364.273438 1715854296.9161
MEM 364.273438 1715854297.0165
MEM 364.273438 1715854297.1168
MEM 364.273438 1715854297.2172
MEM 364.273438 1715854297.3175
MEM 364.273438 1715854297.4179
MEM 364.273438 1715854297.5183
MEM 364.273438 1715854297.6186
MEM 364.273438 1715854297.7190
MEM 364.273438 1715854297.8194
MEM 364.273438 1715854297.9198
MEM 364.273438 1715854298.0201
MEM 364.273438 1715854298.1205
MEM 364.273438 1715854298.2209
MEM 364.273438 1715854298.3213
MEM 364.273438 1715854298.4217
MEM 364.273438 1715854298.5220
MEM 364.273438 1715854298.6224
MEM 364.273438 1715854298.7228
MEM 364.273438 1715854298.8231
MEM 364.273438 1715854298.9235
MEM 364.273438 1715854299.0239
MEM 364.273438 1715854299.1243
MEM 364.273438 1715854299.2246
MEM 364.273438 1715854299.3250
MEM 364.273438 1715854299.4254
MEM 364.273438 1715854299.5257
MEM 364.273438 1715854299.6261
MEM 364.273438 1715854299.7265
MEM 364.273438 1715854299.8269
MEM 364.273438 1715854299.9273
MEM 364.273438 1715854300.0276
MEM 364.273438 1715854300.1280
MEM 364.273438 1715854300.2284
MEM 364.273438 1715854300.3288
MEM 364.273438 1715854300.4292
MEM 364.273438 1715854300.5295
MEM 364.273438 1715854300.6299
MEM 364.273438 1715854300.7303
MEM 364.273438 1715854300.8306
MEM 364.273438 1715854300.9310
MEM 364.273438 1715854301.0314
MEM 364.273438 1715854301.1317
MEM 364.273438 1715854301.2321
MEM 364.273438 1715854301.3324
MEM 364.273438 1715854301.4328
MEM 364.273438 1715854301.5332
MEM 364.273438 1715854301.6336
MEM 364.273438 1715854301.7339
MEM 364.273438 1715854301.8343
MEM 364.273438 1715854301.9347
MEM 364.273438 1715854302.0350
MEM 364.273438 1715854302.1354
MEM 364.273438 1715854302.2358
MEM 364.273438 1715854302.3361
MEM 364.273438 1715854302.4365
MEM 364.273438 1715854302.5368
MEM 364.273438 1715854302.6372
MEM 364.273438 1715854302.7376
MEM 364.273438 1715854302.8380
MEM 364.273438 1715854302.9383
MEM 364.273438 1715854303.0387
MEM 364.273438 1715854303.1391
MEM 364.273438 1715854303.2395
MEM 364.273438 1715854303.3399
MEM 364.273438 1715854303.4403
MEM 364.273438 1715854303.5406
MEM 364.273438 1715854303.6410
MEM 364.273438 1715854303.7414
MEM 364.273438 1715854303.8417
MEM 364.273438 1715854303.9421
MEM 364.273438 1715854304.0425
MEM 364.273438 1715854304.1428
MEM 364.273438 1715854304.2432
MEM 364.273438 1715854304.3436
MEM 364.273438 1715854304.4440
MEM 364.273438 1715854304.5443
MEM 364.273438 1715854304.6447
MEM 364.273438 1715854304.7451
MEM 364.273438 1715854304.8454
MEM 364.273438 1715854304.9458
MEM 364.273438 1715854305.0462
MEM 364.273438 1715854305.1465
MEM 364.273438 1715854305.2469
MEM 364.273438 1715854305.3473
MEM 364.273438 1715854305.4477
MEM 364.273438 1715854305.5480
MEM 364.273438 1715854305.6484
MEM 364.273438 1715854305.7488
MEM 364.273438 1715854305.8492
MEM 364.273438 1715854305.9495
MEM 364.273438 1715854306.0499
MEM 364.273438 1715854306.1503
MEM 364.273438 1715854306.2506
MEM 364.273438 1715854306.3510
MEM 364.273438 1715854306.4514
MEM 364.273438 1715854306.5517
MEM 364.273438 1715854306.6521
MEM 364.273438 1715854306.7524
MEM 364.273438 1715854306.8528
MEM 364.273438 1715854306.9532
MEM 364.273438 1715854307.0535
MEM 364.273438 1715854307.1539
MEM 364.273438 1715854307.2542
MEM 364.273438 1715854307.3546
MEM 364.273438 1715854307.4550
MEM 364.273438 1715854307.5553
MEM 364.273438 1715854307.6557
MEM 364.273438 1715854307.7561
MEM 364.273438 1715854307.8564
MEM 364.273438 1715854307.9568
MEM 364.273438 1715854308.0571
MEM 364.273438 1715854308.1575
MEM 364.273438 1715854308.2579
MEM 364.273438 1715854308.3583
MEM 364.273438 1715854308.4586
MEM 364.273438 1715854308.5589
MEM 364.273438 1715854308.6593
MEM 364.273438 1715854308.7596
MEM 364.273438 1715854308.8600
MEM 364.273438 1715854308.9603
MEM 364.273438 1715854309.0607
MEM 364.273438 1715854309.1610
MEM 364.273438 1715854309.2613
MEM 364.273438 1715854309.3616
MEM 364.273438 1715854309.4620
MEM 364.273438 1715854309.5623
MEM 364.273438 1715854309.6626
MEM 364.273438 1715854309.7630
MEM 364.273438 1715854309.8633
MEM 364.273438 1715854309.9636
MEM 364.273438 1715854310.0640
MEM 364.273438 1715854310.1643
MEM 364.273438 1715854310.2646
MEM 364.273438 1715854310.3649
MEM 364.273438 1715854310.4653
MEM 364.273438 1715854310.5656
MEM 364.273438 1715854310.6659
MEM 364.273438 1715854310.7663
MEM 364.273438 1715854310.8666
MEM 364.273438 1715854310.9670
MEM 364.273438 1715854311.0673
MEM 364.273438 1715854311.1677
MEM 364.273438 1715854311.2681
MEM 364.273438 1715854311.3685
MEM 364.273438 1715854311.4688
MEM 364.273438 1715854311.5692
MEM 364.273438 1715854311.6696
MEM 364.273438 1715854311.7699
MEM 364.273438 1715854311.8703
MEM 364.273438 1715854311.9707
MEM 364.273438 1715854312.0711
MEM 364.273438 1715854312.1714
MEM 364.273438 1715854312.2718
MEM 364.273438 1715854312.3721
MEM 364.273438 1715854312.4724
MEM 364.273438 1715854312.5728
MEM 364.273438 1715854312.6732
MEM 364.273438 1715854312.7735
MEM 364.273438 1715854312.8739
MEM 364.273438 1715854312.9743
MEM 364.273438 1715854313.0747
MEM 364.273438 1715854313.1751
MEM 364.273438 1715854313.2754
MEM 364.273438 1715854313.3758
MEM 364.273438 1715854313.4762
MEM 364.273438 1715854313.5766
MEM 364.273438 1715854313.6770
MEM 364.273438 1715854313.7773
MEM 364.273438 1715854313.8777
MEM 364.273438 1715854313.9780
MEM 364.273438 1715854314.0784
MEM 364.273438 1715854314.1788
MEM 364.273438 1715854314.2791
MEM 364.273438 1715854314.3795
MEM 364.273438 1715854314.4799
MEM 364.273438 1715854314.5803
MEM 364.273438 1715854314.6806
MEM 364.273438 1715854314.7810
MEM 364.273438 1715854314.8814
MEM 364.273438 1715854314.9817
MEM 364.273438 1715854315.0821
MEM 364.273438 1715854315.1825
MEM 364.273438 1715854315.2828
MEM 364.273438 1715854315.3832
MEM 364.273438 1715854315.4836
MEM 364.273438 1715854315.5839
MEM 364.273438 1715854315.6843
MEM 364.273438 1715854315.7847
MEM 364.273438 1715854315.8850
MEM 364.273438 1715854315.9854
MEM 364.273438 1715854316.0858
MEM 364.273438 1715854316.1862
MEM 364.273438 1715854316.2865
MEM 364.273438 1715854316.3869
MEM 364.273438 1715854316.4873
MEM 364.273438 1715854316.5876
MEM 364.273438 1715854316.6880
MEM 364.273438 1715854316.7884
MEM 364.273438 1715854316.8888
MEM 364.273438 1715854316.9892
MEM 364.273438 1715854317.0895
MEM 364.273438 1715854317.1899
MEM 364.273438 1715854317.2903
MEM 364.273438 1715854317.3907
MEM 364.273438 1715854317.4910
MEM 364.273438 1715854317.5914
MEM 364.273438 1715854317.6918
MEM 364.273438 1715854317.7921
MEM 364.273438 1715854317.8925
MEM 364.273438 1715854317.9928
MEM 364.273438 1715854318.0932
MEM 364.273438 1715854318.1935
MEM 364.273438 1715854318.2939
MEM 364.273438 1715854318.3943
MEM 364.273438 1715854318.4947
MEM 364.273438 1715854318.5951
MEM 364.273438 1715854318.6955
MEM 364.273438 1715854318.7959
MEM 364.273438 1715854318.8962
